run_id,model_family,checkpoint_step,checkpoint_path,rouge_l_f1,format_rate_loose,strict_format_rate,avg_output_length_tokens,avg_reward,n,predictions_jsonl
step0_sft_best,SFT,0,/home/cc/Project/CC/RL_A2/outputs/checkpoints/sft_full_3090/best,0.44082345196699796,1.0,0.9876543209876543,124.45679012345678,,81,/home/cc/Project/CC/RL_A2/outputs/predictions/e2_step0_sft_best_test_greedy.jsonl
grpo_v1_checkpoint_700,GRPO-V1,700,/home/cc/Project/CC/RL_A2/outputs/checkpoints/grpo_v1_3090/checkpoint-700,0.4428189822719608,1.0,0.9876543209876543,123.61728395061728,1.0,81,/home/cc/Project/CC/RL_A2/outputs/predictions/e2_grpo_v1_step700_test_greedy.jsonl
grpo_v1_final,GRPO-V1,723,/home/cc/Project/CC/RL_A2/outputs/checkpoints/grpo_v1_3090/best,0.4395811886589686,1.0,0.9876543209876543,123.61728395061728,1.0,81,/home/cc/Project/CC/RL_A2/outputs/predictions/e2_grpo_v1_final_test_greedy.jsonl
grpo_v4_checkpoint_700,GRPO-V4,700,/home/cc/Project/CC/RL_A2/outputs/checkpoints/grpo_v4_3090/checkpoint-700,0.4480220916250931,1.0,1.0,118.66666666666667,0.49903330057784695,81,/home/cc/Project/CC/RL_A2/outputs/predictions/e2_grpo_v4_step700_test_greedy.jsonl
grpo_v4_final,GRPO-V4,723,/home/cc/Project/CC/RL_A2/outputs/checkpoints/grpo_v4_3090/best,0.4494902842731776,1.0,1.0,119.48148148148148,0.49916145375875004,81,/home/cc/Project/CC/RL_A2/outputs/predictions/e2_grpo_v4_final_test_greedy.jsonl
